Income,Living_Standards,Homeownership_Status,Location,Work_Experience,Type_of_Housing,Number_of_Dependents,Household_Size,Age,Employment_Status
66132,Low,Own,Urban,2,Single-family home,5,7,56,Full-time
73358,Medium,Rent,Urban,9,Single-family home,3,5,66,Part-time
4090954,High,Rent,Urban,35,Apartment,1,5,69,Self-employed
1587335,High,Own,Urban,2,Apartment,4,4,41,Self-employed
75238,Medium,Own,Urban,26,Single-family home,1,4,62,Full-time
70066,Medium,Rent,Urban,35,Townhouse,0,7,29,Full-time
581226,High,Own,Suburban,16,Single-family home,5,2,30,Part-time
6043519,High,Rent,Urban,14,Townhouse,2,1,30,Full-time
196973,High,Own,Rural,26,Apartment,2,3,61,Full-time
565766,High,Rent,Suburban,35,Apartment,3,4,30,Part-time
57976,Low,Own,Urban,22,Single-family home,0,2,67,Full-time
2651459,High,Own,Urban,29,Apartment,1,7,37,Self-employed
71818,Medium,Rent,Urban,26,Townhouse,2,6,20,Full-time
72526,Medium,Own,Suburban,13,Apartment,3,7,56,Full-time
220148,High,Rent,Urban,5,Townhouse,3,4,69,Part-time
1235979,High,Rent,Urban,2,Single-family home,5,6,62,Full-time
301742,High,Rent,Rural,9,Apartment,1,4,36,Full-time
72328,Medium,Own,Suburban,41,Townhouse,5,3,35,Part-time
71458,Medium,Own,Suburban,10,Townhouse,2,2,69,Full-time
69716,Low,Own,Urban,0,Townhouse,1,6,42,Part-time
66056,Low,Rent,Urban,45,Single-family home,5,7,47,Part-time
68950,Low,Rent,Urban,47,Apartment,2,3,44,Self-employed
72828,Medium,Rent,Urban,39,Single-family home,2,7,57,Full-time
67320,Low,Own,Urban,40,Single-family home,2,5,25,Full-time
67638,Low,Own,Urban,23,Single-family home,5,4,46,Full-time
129120,Medium,Rent,Urban,45,Apartment,2,6,51,Full-time
3279662,High,Own,Rural,44,Single-family home,0,1,69,Part-time
46570,Low,Rent,Suburban,31,Apartment,4,6,27,Self-employed
455558,High,Rent,Urban,23,Apartment,0,7,47,Full-time
74706,Medium,Own,Urban,7,Apartment,2,4,57,Self-employed
136758,Medium,Rent,Suburban,35,Townhouse,5,3,45,Part-time
66282,Low,Own,Suburban,14,Single-family home,3,7,37,Full-time
102199,Medium,Rent,Rural,25,Apartment,2,6,58,Full-time
74968,Medium,Rent,Urban,42,Single-family home,3,4,64,Self-employed
71200,Medium,Own,Urban,21,Single-family home,5,1,70,Part-time
7923225,High,Own,Urban,10,Apartment,3,3,60,Self-employed
66328,Low,Rent,Urban,15,Apartment,1,5,65,Part-time
3287563,High,Own,Urban,3,Single-family home,1,4,29,Full-time
71490,Medium,Own,Urban,6,Single-family home,5,1,53,Part-time
70386,Medium,Rent,Urban,10,Apartment,4,1,45,Full-time
2774288,High,Rent,Suburban,34,Townhouse,4,1,43,Full-time
65476,Low,Own,Urban,19,Apartment,4,6,61,Part-time
4122726,High,Own,Urban,37,Apartment,0,1,51,Full-time
525029,High,Rent,Urban,42,Single-family home,1,2,50,Part-time
553259,High,Own,Urban,1,Townhouse,3,2,40,Full-time
74708,Medium,Own,Urban,22,Apartment,5,5,30,Self-employed
2111494,High,Rent,Urban,45,Single-family home,2,1,44,Full-time
66314,Low,Own,Urban,1,Townhouse,1,7,50,Self-employed
287312,High,Own,Suburban,15,Apartment,5,5,62,Full-time
71978,Medium,Rent,Urban,8,Townhouse,0,6,27,Self-employed
1863561,High,Rent,Urban,43,Apartment,1,2,59,Full-time
695748,High,Own,Urban,37,Townhouse,4,3,56,Self-employed
65392,Low,Rent,Urban,19,Apartment,0,6,38,Part-time
65034,Low,Rent,Rural,12,Apartment,1,7,53,Part-time
66858,Low,Own,Urban,22,Single-family home,4,5,51,Self-employed
1722361,High,Own,Urban,36,Single-family home,3,5,48,Self-employed
4225068,High,Rent,Urban,21,Single-family home,5,2,63,Self-employed
5369145,High,Own,Rural,11,Apartment,3,1,23,Part-time
46412,Low,Own,Rural,1,Apartment,2,2,52,Full-time
55470,Low,Rent,Urban,4,Single-family home,0,2,44,Self-employed
66796,Low,Rent,Urban,10,Single-family home,1,2,46,Self-employed
8453381,High,Own,Urban,27,Apartment,4,2,33,Part-time
233727,High,Own,Rural,19,Apartment,4,1,62,Part-time
75110,Medium,Own,Rural,4,Single-family home,5,1,37,Full-time
242423,High,Own,Urban,23,Apartment,2,1,46,Self-employed
8231568,High,Rent,Urban,12,Single-family home,4,5,51,Self-employed
65750,Low,Own,Urban,44,Townhouse,3,7,47,Part-time
70388,Medium,Own,Urban,15,Single-family home,3,4,67,Self-employed
67678,Low,Rent,Urban,18,Townhouse,0,6,18,Full-time
1003673,High,Own,Rural,7,Apartment,4,3,41,Full-time
67520,Low,Own,Urban,24,Townhouse,0,7,67,Part-time
622558,High,Rent,Urban,9,Single-family home,4,5,43,Full-time
240803,High,Rent,Urban,11,Townhouse,0,7,32,Part-time
74582,Medium,Own,Urban,12,Single-family home,5,5,67,Full-time
65958,Low,Own,Urban,29,Apartment,1,3,47,Part-time
72206,Medium,Rent,Rural,0,Single-family home,4,3,49,Full-time
6102886,High,Own,Suburban,37,Apartment,3,2,43,Part-time
231465,High,Rent,Suburban,6,Apartment,4,6,31,Full-time
70568,Medium,Own,Urban,18,Single-family home,0,4,33,Full-time
65368,Low,Own,Suburban,4,Apartment,2,1,21,Full-time
73938,Medium,Own,Urban,21,Apartment,2,2,30,Self-employed
65950,Low,Own,Urban,38,Apartment,2,5,27,Full-time
71326,Medium,Own,Suburban,43,Apartment,2,6,67,Part-time
71244,Medium,Own,Urban,15,Townhouse,1,3,42,Part-time
1289200,High,Rent,Urban,33,Single-family home,4,4,20,Self-employed
70966,Medium,Own,Urban,23,Single-family home,0,6,44,Full-time
2836325,High,Own,Urban,2,Apartment,5,7,23,Part-time
239639,High,Own,Rural,28,Apartment,4,1,66,Full-time
121373,Medium,Rent,Urban,13,Single-family home,2,4,39,Full-time
70906,Medium,Own,Suburban,23,Apartment,1,5,44,Full-time
67206,Low,Own,Urban,6,Apartment,0,5,67,Self-employed
67826,Low,Own,Urban,3,Single-family home,1,6,21,Full-time
66743,Low,Rent,Urban,17,Apartment,5,5,47,Full-time
65048,Low,Own,Suburban,36,Townhouse,0,7,45,Part-time
70764,Medium,Own,Urban,6,Single-family home,2,3,68,Full-time
66806,Low,Own,Urban,12,Apartment,4,7,57,Full-time
71384,Medium,Own,Suburban,29,Apartment,0,3,43,Part-time
74934,Medium,Rent,Suburban,32,Apartment,3,2,64,Self-employed
72274,Medium,Rent,Rural,0,Apartment,5,7,58,Full-time
2627592,High,Rent,Urban,30,Single-family home,0,5,62,Full-time
71238,Medium,Own,Suburban,50,Apartment,0,3,39,Full-time
66400,Low,Own,Suburban,35,Single-family home,1,3,38,Full-time
72570,Medium,Own,Suburban,40,Single-family home,3,5,52,Full-time
70612,Medium,Own,Urban,36,Single-family home,4,4,39,Full-time
69518,Low,Own,Urban,3,Townhouse,4,2,33,Full-time
67776,Low,Own,Urban,4,Townhouse,2,6,35,Full-time
309481,High,Rent,Suburban,28,Townhouse,4,1,32,Full-time
388119,High,Rent,Urban,10,Apartment,4,7,58,Full-time
69552,Low,Rent,Urban,8,Single-family home,1,7,42,Self-employed
71308,Medium,Rent,Rural,39,Single-family home,1,6,66,Full-time
5542713,High,Rent,Urban,14,Apartment,0,5,43,Part-time
67064,Low,Own,Urban,45,Single-family home,5,7,39,Full-time
5853012,High,Rent,Suburban,43,Townhouse,2,4,48,Part-time
42585,Low,Rent,Suburban,34,Apartment,2,4,59,Part-time
74950,Medium,Own,Urban,15,Townhouse,2,6,37,Full-time
67716,Low,Own,Urban,33,Townhouse,5,6,37,Self-employed
274124,High,Rent,Urban,5,Townhouse,3,4,45,Full-time
65920,Low,Rent,Urban,37,Apartment,4,7,37,Part-time
69456,Low,Own,Urban,45,Single-family home,1,4,65,Full-time
129618,Medium,Rent,Suburban,8,Apartment,1,3,29,Self-employed
72276,Medium,Own,Urban,31,Single-family home,3,1,64,Part-time
66484,Low,Own,Urban,11,Single-family home,1,7,68,Full-time
71478,Medium,Own,Suburban,23,Single-family home,1,1,52,Full-time
66142,Low,Own,Urban,0,Single-family home,5,1,25,Self-employed
67426,Low,Rent,Urban,6,Single-family home,5,5,40,Self-employed
66406,Low,Rent,Suburban,48,Townhouse,0,6,62,Self-employed
68198,Low,Own,Rural,26,Townhouse,5,4,44,Full-time
65626,Low,Rent,Urban,19,Apartment,2,6,30,Part-time
44100,Low,Own,Urban,43,Townhouse,5,1,28,Full-time
354525,High,Rent,Suburban,30,Apartment,2,3,54,Full-time
116758,Medium,Own,Urban,20,Townhouse,1,4,56,Full-time
32229,Low,Own,Urban,21,Single-family home,3,4,25,Full-time
70072,Medium,Own,Rural,2,Apartment,4,4,23,Self-employed
65934,Low,Own,Urban,45,Apartment,3,1,53,Full-time
6667372,High,Rent,Urban,22,Single-family home,0,5,53,Self-employed
4902680,High,Own,Urban,18,Apartment,1,6,53,Part-time
66228,Low,Rent,Urban,16,Single-family home,2,2,56,Self-employed
103888,Medium,Rent,Urban,24,Apartment,5,5,34,Full-time
73748,Medium,Own,Suburban,47,Single-family home,4,7,33,Full-time
3345291,High,Rent,Urban,37,Apartment,4,4,43,Full-time
70984,Medium,Own,Urban,35,Apartment,2,4,70,Full-time
74198,Medium,Rent,Suburban,37,Townhouse,0,3,21,Part-time
70438,Medium,Rent,Urban,18,Apartment,5,3,65,Full-time
65038,Low,Rent,Suburban,26,Single-family home,4,3,50,Full-time
431193,High,Own,Urban,4,Apartment,3,4,64,Full-time
72726,Medium,Own,Urban,24,Apartment,2,3,60,Full-time
68772,Low,Own,Urban,43,Single-family home,4,2,25,Full-time
72420,Medium,Rent,Urban,5,Apartment,1,7,69,Self-employed
72120,Medium,Own,Urban,10,Single-family home,3,2,30,Part-time
102790,Medium,Rent,Urban,11,Townhouse,3,2,28,Full-time
3709335,High,Rent,Urban,3,Townhouse,0,7,65,Part-time
68010,Low,Own,Urban,32,Apartment,0,2,55,Part-time
64912,Low,Rent,Suburban,5,Apartment,4,4,41,Self-employed
296273,High,Rent,Suburban,11,Apartment,1,3,62,Full-time
66476,Low,Rent,Urban,50,Townhouse,4,6,68,Full-time
69164,Low,Rent,Rural,14,Apartment,3,5,37,Self-employed
67034,Low,Own,Suburban,36,Apartment,1,2,52,Full-time
1159788,High,Rent,Urban,32,Apartment,3,5,40,Self-employed
7900144,High,Own,Urban,25,Apartment,4,1,31,Full-time
88887,Medium,Own,Suburban,44,Single-family home,2,2,34,Full-time
65544,Low,Rent,Rural,22,Single-family home,0,5,22,Part-time
75250,Medium,Rent,Urban,9,Single-family home,5,4,49,Part-time
65154,Low,Own,Urban,31,Single-family home,5,6,53,Full-time
1435138,High,Rent,Urban,24,Apartment,0,4,62,Full-time
196515,High,Rent,Urban,33,Apartment,0,2,65,Full-time
70002,Medium,Own,Suburban,46,Single-family home,2,2,53,Full-time
90868,Medium,Rent,Urban,18,Single-family home,1,5,19,Part-time
71476,Medium,Own,Urban,27,Apartment,5,3,66,Part-time
1336091,High,Rent,Urban,12,Single-family home,4,4,35,Full-time
62198,Low,Own,Urban,37,Single-family home,1,7,33,Full-time
3267390,High,Own,Rural,24,Single-family home,0,6,35,Part-time
36608,Low,Own,Urban,34,Apartment,1,2,40,Self-employed
75278,Medium,Own,Urban,27,Single-family home,2,6,54,Part-time
1184398,High,Own,Rural,9,Apartment,1,7,18,Full-time
72460,Medium,Own,Urban,13,Townhouse,1,5,60,Part-time
42797,Low,Rent,Urban,2,Apartment,0,1,43,Part-time
65148,Low,Rent,Suburban,39,Single-family home,4,5,47,Full-time
1883778,High,Own,Suburban,20,Single-family home,3,1,22,Full-time
70568,Medium,Own,Urban,30,Apartment,5,7,23,Full-time
70712,Medium,Rent,Urban,11,Apartment,1,3,28,Full-time
73872,Medium,Rent,Urban,34,Single-family home,1,4,37,Full-time
69884,Low,Own,Urban,41,Single-family home,1,3,55,Full-time
74578,Medium,Own,Suburban,2,Single-family home,2,3,19,Self-employed
66926,Low,Rent,Urban,34,Single-family home,2,7,45,Full-time
72918,Medium,Own,Urban,36,Single-family home,2,3,19,Part-time
210176,High,Rent,Rural,41,Townhouse,5,3,69,Part-time
1674520,High,Own,Suburban,17,Apartment,5,4,66,Full-time
71562,Medium,Rent,Rural,37,Apartment,5,7,40,Full-time
70508,Medium,Own,Suburban,12,Townhouse,0,7,26,Self-employed
69942,Low,Own,Urban,20,Single-family home,5,2,55,Full-time
74340,Medium,Rent,Urban,0,Single-family home,1,4,66,Part-time
67244,Low,Own,Suburban,39,Single-family home,3,7,62,Full-time
391333,High,Rent,Urban,21,Apartment,5,6,37,Full-time
69864,Low,Own,Urban,2,Townhouse,2,3,41,Self-employed
74702,Medium,Rent,Urban,1,Single-family home,1,5,61,Full-time
1165435,High,Own,Urban,9,Apartment,3,2,31,Self-employed
65092,Low,Own,Urban,39,Apartment,1,3,43,Full-time
257175,High,Rent,Suburban,41,Apartment,3,6,41,Part-time
516181,High,Rent,Urban,18,Single-family home,0,3,55,Full-time
414718,High,Rent,Urban,45,Single-family home,4,5,54,Full-time
683137,High,Rent,Urban,15,Single-family home,0,5,37,Part-time
74914,Medium,Rent,Urban,16,Apartment,2,6,45,Full-time
5792155,High,Own,Urban,22,Single-family home,5,2,31,Part-time
65782,Low,Own,Suburban,32,Single-family home,3,2,55,Self-employed
74566,Medium,Rent,Rural,2,Apartment,5,2,42,Part-time
72822,Medium,Own,Urban,15,Townhouse,3,3,29,Full-time
1134122,High,Own,Urban,24,Apartment,5,4,21,Full-time
260149,High,Rent,Suburban,33,Single-family home,5,1,37,Full-time
71274,Medium,Own,Urban,23,Single-family home,1,6,24,Part-time
116637,Medium,Rent,Urban,15,Single-family home,2,4,50,Part-time
179673,High,Rent,Urban,27,Apartment,3,4,33,Self-employed
104153,Medium,Rent,Urban,22,Apartment,5,5,61,Full-time
3283237,High,Rent,Urban,44,Apartment,0,7,43,Part-time
3524711,High,Rent,Suburban,11,Single-family home,5,4,54,Full-time
66018,Low,Own,Urban,16,Apartment,4,7,56,Full-time
164749,High,Rent,Suburban,35,Single-family home,5,2,20,Full-time
92234,Medium,Rent,Urban,7,Single-family home,1,6,21,Full-time
64938,Low,Rent,Urban,39,Townhouse,0,6,58,Full-time
347462,High,Rent,Urban,16,Apartment,4,4,42,Self-employed
72736,Medium,Rent,Suburban,39,Townhouse,1,6,40,Full-time
673754,High,Rent,Urban,31,Single-family home,2,3,19,Full-time
234442,High,Rent,Urban,32,Apartment,5,3,56,Self-employed
1321814,High,Rent,Urban,49,Apartment,1,1,70,Part-time
65920,Low,Rent,Urban,10,Apartment,2,1,44,Full-time
75100,Medium,Rent,Urban,41,Single-family home,2,5,22,Full-time
84138,Medium,Own,Suburban,15,Apartment,4,1,18,Part-time
164687,High,Own,Suburban,8,Single-family home,0,3,30,Part-time
74060,Medium,Own,Urban,20,Single-family home,2,2,31,Full-time
2533056,High,Rent,Urban,34,Apartment,4,2,52,Full-time
71018,Medium,Rent,Urban,7,Apartment,2,2,70,Full-time
72316,Medium,Rent,Urban,7,Apartment,0,2,64,Full-time
65018,Low,Own,Urban,9,Apartment,5,5,19,Self-employed
31674,Low,Rent,Urban,21,Single-family home,4,1,39,Full-time
66830,Low,Own,Urban,47,Townhouse,0,1,58,Self-employed
68304,Low,Rent,Urban,40,Townhouse,1,3,66,Full-time
72392,Medium,Rent,Urban,25,Apartment,4,7,61,Full-time
6040818,High,Own,Urban,40,Townhouse,2,5,19,Full-time
73834,Medium,Rent,Urban,18,Single-family home,0,1,35,Full-time
65770,Low,Own,Urban,15,Single-family home,4,4,62,Full-time
95286,Medium,Rent,Rural,10,Single-family home,1,2,54,Full-time
67770,Low,Rent,Urban,0,Townhouse,0,4,35,Full-time
765409,High,Own,Suburban,9,Apartment,0,6,28,Full-time
67918,Low,Own,Urban,14,Townhouse,4,4,67,Full-time
65800,Low,Own,Suburban,44,Apartment,0,6,63,Self-employed
71942,Medium,Own,Urban,24,Single-family home,4,2,66,Part-time
68468,Low,Own,Urban,27,Apartment,0,4,45,Full-time
1520058,High,Rent,Urban,25,Single-family home,4,1,44,Full-time
794315,High,Rent,Suburban,19,Single-family home,4,7,66,Full-time
68184,Low,Rent,Suburban,41,Single-family home,1,7,41,Self-employed
56924,Low,Own,Rural,16,Single-family home,5,6,18,Self-employed
74352,Medium,Own,Urban,1,Apartment,2,5,38,Part-time
70232,Medium,Rent,Urban,13,Single-family home,5,5,66,Full-time
1916977,High,Rent,Urban,50,Apartment,4,2,36,Full-time
68322,Low,Rent,Urban,25,Single-family home,3,3,23,Part-time
64922,Low,Own,Urban,17,Townhouse,2,2,42,Part-time
72038,Medium,Rent,Urban,3,Single-family home,2,3,34,Full-time
70430,Medium,Rent,Urban,0,Single-family home,0,6,66,Self-employed
282796,High,Rent,Urban,3,Apartment,4,3,24,Self-employed
72732,Medium,Own,Urban,35,Single-family home,2,5,63,Full-time
72690,Medium,Rent,Suburban,31,Single-family home,3,7,32,Full-time
1401223,High,Own,Suburban,19,Single-family home,2,2,42,Part-time
617928,High,Rent,Rural,47,Apartment,2,6,57,Self-employed
7454394,High,Rent,Urban,38,Single-family home,2,2,64,Full-time
3070967,High,Rent,Suburban,26,Single-family home,2,1,54,Part-time
70942,Medium,Own,Urban,18,Apartment,1,1,57,Full-time
66720,Low,Own,Urban,33,Apartment,1,2,67,Full-time
72746,Medium,Own,Rural,44,Townhouse,0,6,52,Self-employed
68866,Low,Own,Urban,18,Single-family home,1,6,22,Self-employed
73024,Medium,Own,Urban,49,Single-family home,2,3,39,Part-time
75378,Medium,Own,Urban,16,Single-family home,0,1,61,Self-employed
69022,Low,Rent,Urban,47,Townhouse,1,5,42,Full-time
73562,Medium,Rent,Urban,6,Apartment,3,2,61,Full-time
74086,Medium,Own,Urban,11,Townhouse,3,3,51,Part-time
243355,High,Rent,Urban,6,Apartment,5,4,50,Full-time
73026,Medium,Rent,Urban,37,Townhouse,2,1,58,Self-employed
74938,Medium,Rent,Urban,24,Single-family home,5,4,36,Part-time
74306,Medium,Rent,Rural,28,Apartment,5,6,58,Full-time
71156,Medium,Own,Urban,49,Apartment,3,6,37,Self-employed
2782340,High,Rent,Urban,47,Apartment,0,3,30,Full-time
73082,Medium,Rent,Rural,12,Apartment,5,5,37,Full-time
71568,Medium,Rent,Suburban,49,Single-family home,2,1,33,Full-time
73500,Medium,Own,Suburban,16,Townhouse,4,6,63,Full-time
503864,High,Own,Suburban,33,Apartment,5,3,46,Full-time
71622,Medium,Own,Urban,9,Townhouse,5,3,65,Full-time
71430,Medium,Own,Urban,20,Single-family home,0,6,59,Full-time
66950,Low,Own,Urban,22,Townhouse,1,7,52,Part-time
62373,Low,Own,Urban,37,Apartment,2,6,32,Self-employed
68286,Low,Own,Urban,44,Apartment,1,6,23,Part-time
65664,Low,Rent,Urban,14,Single-family home,3,1,41,Full-time
548084,High,Own,Urban,32,Townhouse,0,5,40,Full-time
64954,Low,Rent,Urban,10,Single-family home,4,2,21,Part-time
70640,Medium,Rent,Urban,17,Single-family home,5,1,30,Part-time
2260197,High,Own,Urban,48,Apartment,0,2,32,Self-employed
39303,Low,Rent,Urban,30,Apartment,2,1,61,Part-time
72944,Medium,Rent,Urban,3,Single-family home,1,1,58,Full-time
122173,Medium,Rent,Urban,38,Apartment,5,2,46,Full-time
65968,Low,Own,Suburban,4,Townhouse,1,1,34,Part-time
1944508,High,Own,Rural,23,Single-family home,5,2,62,Full-time
97627,Medium,Rent,Urban,41,Apartment,4,4,34,Full-time
71104,Medium,Rent,Urban,41,Single-family home,3,3,51,Full-time
82154,Medium,Rent,Urban,49,Apartment,5,2,26,Part-time
168798,High,Rent,Rural,8,Townhouse,4,7,19,Part-time
1178734,High,Own,Suburban,5,Apartment,2,2,65,Full-time
66462,Low,Own,Urban,35,Apartment,4,3,26,Self-employed
65586,Low,Own,Urban,36,Townhouse,3,5,18,Full-time
528755,High,Own,Rural,28,Apartment,2,3,18,Self-employed
67288,Low,Own,Suburban,27,Single-family home,4,7,48,Full-time
68956,Low,Rent,Urban,42,Single-family home,0,1,41,Full-time
67380,Low,Rent,Suburban,42,Townhouse,5,4,63,Full-time
265125,High,Rent,Urban,33,Apartment,3,7,57,Full-time
641835,High,Own,Suburban,37,Apartment,4,5,41,Part-time
64908,Low,Own,Urban,28,Single-family home,3,6,42,Full-time
75384,Medium,Own,Suburban,29,Single-family home,5,4,41,Full-time
490746,High,Own,Rural,37,Single-family home,2,3,47,Part-time
74378,Medium,Rent,Rural,7,Apartment,1,7,69,Full-time
74224,Medium,Own,Urban,27,Single-family home,4,6,64,Full-time
66794,Low,Rent,Urban,25,Apartment,5,6,58,Self-employed
59294,Low,Rent,Suburban,30,Apartment,4,4,31,Part-time
75046,Medium,Own,Urban,20,Single-family home,4,3,32,Part-time
72784,Medium,Rent,Urban,42,Apartment,5,3,28,Part-time
65771,Low,Own,Rural,23,Townhouse,2,5,20,Full-time
355096,High,Own,Urban,19,Apartment,5,2,45,Part-time
72664,Medium,Own,Urban,17,Apartment,3,4,59,Full-time
69518,Low,Own,Urban,10,Single-family home,4,2,54,Part-time
68208,Low,Own,Urban,20,Townhouse,5,6,28,Full-time
72380,Medium,Own,Rural,21,Single-family home,1,7,68,Full-time
67916,Low,Own,Urban,3,Apartment,0,5,34,Full-time
73498,Medium,Own,Urban,21,Single-family home,4,5,66,Full-time
112858,Medium,Rent,Urban,37,Single-family home,3,4,34,Full-time
71550,Medium,Own,Urban,14,Single-family home,1,1,69,Full-time
388178,High,Own,Urban,25,Apartment,3,7,46,Part-time
65671,Low,Rent,Suburban,19,Apartment,3,2,25,Full-time
1630886,High,Own,Suburban,8,Apartment,3,3,45,Full-time
67860,Low,Rent,Urban,44,Townhouse,5,5,49,Full-time
900538,High,Rent,Urban,44,Townhouse,2,7,62,Part-time
67572,Low,Own,Urban,50,Single-family home,3,3,18,Part-time
501533,High,Rent,Suburban,16,Apartment,3,4,59,Full-time
74458,Medium,Own,Urban,26,Townhouse,0,3,19,Self-employed
2976285,High,Own,Urban,4,Townhouse,4,6,50,Full-time
71988,Medium,Rent,Urban,3,Apartment,0,3,19,Part-time
74500,Medium,Own,Urban,37,Apartment,1,3,24,Full-time
1956590,High,Rent,Urban,43,Single-family home,3,2,61,Part-time
409241,High,Own,Rural,2,Apartment,5,7,28,Self-employed
49304,Low,Own,Urban,29,Single-family home,2,3,23,Full-time
74808,Medium,Own,Urban,33,Single-family home,1,4,23,Full-time
74228,Medium,Own,Urban,39,Apartment,3,1,18,Full-time
69702,Low,Own,Rural,48,Townhouse,1,2,61,Self-employed
72142,Medium,Own,Urban,1,Apartment,0,3,48,Part-time
66140,Low,Own,Suburban,47,Townhouse,2,2,32,Part-time
65432,Low,Rent,Urban,21,Townhouse,5,7,70,Full-time
305907,High,Rent,Urban,41,Apartment,2,4,36,Part-time
120065,Medium,Rent,Urban,27,Apartment,3,7,22,Self-employed
71150,Medium,Own,Rural,0,Townhouse,5,3,49,Part-time
38792,Low,Own,Rural,38,Apartment,4,1,38,Part-time
65290,Low,Own,Urban,31,Single-family home,2,3,63,Full-time
890380,High,Rent,Urban,41,Single-family home,3,6,45,Full-time
1391677,High,Own,Rural,11,Single-family home,4,2,36,Full-time
67064,Low,Rent,Urban,18,Single-family home,0,4,36,Full-time
71516,Medium,Own,Suburban,45,Single-family home,3,3,47,Part-time
67384,Low,Own,Urban,2,Apartment,4,7,36,Self-employed
70286,Medium,Own,Urban,17,Townhouse,4,5,46,Full-time
68112,Low,Rent,Urban,1,Townhouse,2,2,40,Full-time
256047,High,Own,Urban,31,Townhouse,1,5,32,Self-employed
73104,Medium,Rent,Urban,14,Single-family home,1,6,44,Self-employed
74852,Medium,Own,Urban,17,Single-family home,1,4,66,Self-employed
65934,Low,Rent,Urban,1,Single-family home,2,6,70,Part-time
70016,Medium,Own,Urban,45,Apartment,3,5,69,Part-time
67776,Low,Own,Suburban,41,Single-family home,4,7,61,Full-time
593149,High,Rent,Urban,42,Apartment,5,3,26,Self-employed
36262,Low,Own,Urban,46,Single-family home,1,5,65,Full-time
3343221,High,Rent,Suburban,1,Single-family home,2,5,22,Full-time
67264,Low,Own,Urban,12,Apartment,2,1,45,Self-employed
3539780,High,Own,Rural,22,Apartment,5,3,51,Full-time
3757718,High,Own,Urban,6,Apartment,2,5,39,Full-time
498718,High,Rent,Urban,24,Apartment,3,2,57,Full-time
72578,Medium,Own,Urban,0,Single-family home,0,5,45,Part-time
5008504,High,Own,Urban,26,Apartment,3,7,43,Part-time
71824,Medium,Own,Urban,37,Townhouse,3,5,52,Full-time
88629,Medium,Own,Urban,34,Townhouse,1,5,60,Full-time
74764,Medium,Own,Urban,18,Single-family home,5,1,18,Part-time
71580,Medium,Own,Urban,45,Apartment,3,6,21,Full-time
73154,Medium,Own,Urban,8,Townhouse,2,5,32,Part-time
4379580,High,Rent,Urban,6,Single-family home,2,2,57,Full-time
70478,Medium,Own,Suburban,22,Townhouse,2,3,25,Part-time
171739,High,Own,Urban,43,Townhouse,3,6,22,Self-employed
68044,Low,Rent,Urban,38,Townhouse,3,1,58,Full-time
67778,Low,Own,Urban,33,Single-family home,4,5,47,Part-time
72738,Medium,Own,Suburban,25,Single-family home,0,5,32,Self-employed
177646,High,Rent,Urban,4,Townhouse,0,5,49,Part-time
572043,High,Rent,Rural,13,Single-family home,2,4,63,Full-time
40239,Low,Rent,Suburban,48,Apartment,3,3,30,Full-time
72126,Medium,Rent,Urban,1,Apartment,1,5,37,Full-time
68794,Low,Own,Suburban,41,Apartment,5,4,21,Part-time
74886,Medium,Rent,Suburban,27,Apartment,4,1,65,Full-time
67402,Low,Own,Urban,33,Townhouse,3,5,40,Part-time
72186,Medium,Own,Urban,47,Apartment,2,5,64,Full-time
73216,Medium,Own,Urban,48,Townhouse,3,4,57,Full-time
65322,Low,Own,Suburban,34,Single-family home,5,2,65,Part-time
9370134,High,Rent,Urban,39,Apartment,1,6,58,Part-time
74936,Medium,Own,Urban,34,Townhouse,1,7,49,Part-time
74056,Medium,Own,Urban,8,Townhouse,2,3,33,Full-time
68086,Low,Rent,Urban,22,Apartment,2,1,28,Full-time
1679420,High,Rent,Suburban,30,Single-family home,0,5,48,Full-time
4049969,High,Own,Urban,36,Single-family home,1,5,61,Full-time
75380,Medium,Own,Urban,50,Single-family home,5,6,48,Full-time
1793003,High,Rent,Urban,29,Apartment,1,2,65,Full-time
74678,Medium,Rent,Urban,17,Townhouse,0,1,57,Self-employed
33295,Low,Own,Urban,35,Townhouse,5,4,41,Full-time
68370,Low,Rent,Urban,8,Apartment,4,3,27,Self-employed
5227297,High,Own,Suburban,40,Apartment,2,4,67,Full-time
75054,Medium,Own,Suburban,14,Townhouse,4,1,57,Part-time
71162,Medium,Own,Suburban,45,Apartment,0,5,29,Part-time
421669,High,Rent,Suburban,43,Apartment,3,3,66,Full-time
73230,Medium,Own,Urban,10,Apartment,2,3,58,Full-time
373400,High,Rent,Suburban,17,Townhouse,5,7,61,Part-time
591316,High,Rent,Urban,22,Townhouse,3,4,52,Full-time
7882186,High,Rent,Suburban,5,Townhouse,4,3,68,Part-time
51368,Low,Rent,Urban,28,Apartment,0,4,27,Full-time
65002,Low,Own,Rural,48,Apartment,0,3,40,Full-time
71680,Medium,Own,Urban,14,Single-family home,5,2,55,Full-time
3504686,High,Own,Rural,27,Townhouse,4,6,32,Part-time
65990,Low,Rent,Suburban,2,Townhouse,0,1,22,Full-time
68994,Low,Own,Urban,14,Single-family home,5,4,53,Full-time
65146,Low,Own,Suburban,19,Single-family home,0,4,27,Part-time
82524,Medium,Rent,Urban,43,Apartment,4,2,65,Full-time
75378,Medium,Own,Urban,27,Apartment,0,3,58,Part-time
