Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Age_Group,Income_Category,Cluster
26,Bachelor's,Technology,2,Urban,42,Single,Full-time,7,Own,Townhouse,Male,Car,539902,18-30,High,1
46,High School,Education,4,Urban,8,Single,Self-employed,1,Own,Single-family home,Female,Public transit,2885776,46-60,High,2
67,Master's,Technology,4,Urban,3,Married,Full-time,7,Rent,Single-family home,Female,Public transit,49179,61-70,Low,2
31,Master's,Technology,1,Urban,42,Married,Part-time,2,Own,Apartment,Female,Public transit,70818,31-45,Medium,1
42,High School,Healthcare,2,Urban,39,Single,Full-time,5,Rent,Single-family home,Female,Public transit,1348909,31-45,High,1
32,Bachelor's,Finance,5,Urban,49,Married,Self-employed,1,Rent,Single-family home,Female,Public transit,69488,31-45,Low,1
23,Bachelor's,Finance,4,Rural,30,Married,Part-time,1,Rent,Single-family home,Male,Public transit,1226890,18-30,High,1
59,High School,Others,0,Urban,2,Married,Part-time,3,Rent,Single-family home,Female,Walking,66322,46-60,Low,2
46,Master's,Healthcare,4,Suburban,35,Married,Full-time,1,Rent,Apartment,Female,Biking,480924,46-60,High,1
32,Bachelor's,Finance,0,Rural,16,Married,Full-time,6,Own,Single-family home,Male,Biking,67452,31-45,Low,2
46,High School,Others,4,Urban,15,Single,Part-time,6,Rent,Apartment,Female,Public transit,102575,46-60,Medium,2
21,High School,Technology,0,Urban,38,Married,Full-time,5,Rent,Single-family home,Male,Public transit,65870,18-30,Low,1
35,Doctorate,Technology,3,Suburban,1,Married,Part-time,6,Rent,Apartment,Female,Car,128239,31-45,Medium,2
67,Master's,Others,1,Suburban,4,Married,Part-time,1,Rent,Apartment,Male,Biking,1903251,61-70,High,2
66,Master's,Others,5,Urban,32,Single,Self-employed,3,Own,Single-family home,Male,Walking,73556,61-70,Medium,1
61,High School,Technology,5,Urban,12,Married,Full-time,4,Own,Apartment,Female,Walking,4206285,61-70,High,0
56,Master's,Education,3,Urban,11,Divorced,Part-time,3,Own,Single-family home,Female,Car,4528576,46-60,High,0
33,Bachelor's,Finance,5,Urban,18,Married,Part-time,3,Own,Single-family home,Male,Walking,73420,31-45,Medium,2
28,Bachelor's,Healthcare,0,Suburban,21,Single,Full-time,1,Own,Apartment,Male,Public transit,66452,18-30,Low,2
31,Doctorate,Healthcare,5,Urban,39,Married,Part-time,4,Rent,Single-family home,Female,Biking,70144,31-45,Medium,1
20,High School,Others,1,Suburban,7,Single,Full-time,7,Rent,Townhouse,Male,Biking,52467,18-30,Low,2
68,Bachelor's,Finance,2,Urban,43,Single,Full-time,6,Own,Townhouse,Female,Walking,70176,61-70,Medium,1
67,High School,Others,0,Urban,3,Married,Full-time,5,Rent,Single-family home,Male,Public transit,7477167,61-70,High,0
59,Bachelor's,Technology,5,Urban,6,Single,Full-time,6,Own,Apartment,Female,Public transit,2939006,46-60,High,2
55,High School,Education,4,Urban,47,Single,Self-employed,7,Own,Apartment,Female,Biking,65728,46-60,Low,1
62,Master's,Others,4,Suburban,21,Married,Full-time,5,Own,Apartment,Male,Car,2712084,61-70,High,2
59,Bachelor's,Education,2,Urban,17,Married,Full-time,6,Rent,Apartment,Male,Car,68196,46-60,Low,2
35,Bachelor's,Finance,3,Suburban,5,Divorced,Full-time,2,Own,Townhouse,Female,Car,71150,31-45,Medium,2
37,Master's,Technology,0,Suburban,49,Married,Part-time,3,Own,Single-family home,Male,Car,73654,31-45,Medium,1
65,Doctorate,Healthcare,4,Urban,3,Married,Part-time,3,Rent,Single-family home,Female,Biking,587954,61-70,High,2
42,Bachelor's,Healthcare,1,Urban,40,Married,Full-time,2,Own,Apartment,Female,Public transit,66898,31-45,Low,1
55,Bachelor's,Education,2,Rural,44,Single,Full-time,7,Own,Single-family home,Male,Public transit,9615158,46-60,High,0
30,High School,Technology,3,Urban,50,Married,Self-employed,1,Own,Single-family home,Male,Biking,90943,18-30,Medium,1
21,High School,Healthcare,3,Rural,11,Married,Full-time,5,Own,Single-family home,Male,Car,93807,18-30,Medium,2
31,Bachelor's,Education,1,Urban,47,Married,Full-time,6,Rent,Single-family home,Female,Public transit,3828163,31-45,High,1
50,High School,Technology,5,Urban,36,Single,Full-time,5,Own,Apartment,Female,Walking,66532,46-60,Low,1
45,Bachelor's,Finance,1,Suburban,1,Single,Full-time,2,Own,Single-family home,Male,Car,7208794,31-45,High,0
69,High School,Healthcare,5,Suburban,2,Married,Part-time,2,Own,Townhouse,Female,Car,8503475,61-70,High,0
54,Bachelor's,Technology,2,Suburban,44,Single,Part-time,6,Own,Single-family home,Male,Walking,65832,46-60,Low,1
25,Bachelor's,Healthcare,1,Urban,20,Married,Full-time,2,Rent,Apartment,Female,Public transit,204685,18-30,High,2
61,High School,Healthcare,4,Suburban,38,Married,Full-time,4,Own,Single-family home,Female,Biking,68604,61-70,Low,1
51,High School,Healthcare,3,Urban,12,Married,Full-time,3,Own,Single-family home,Female,Car,72470,46-60,Medium,2
61,Bachelor's,Technology,5,Urban,47,Single,Part-time,5,Own,Apartment,Female,Car,73784,61-70,Medium,1
22,Bachelor's,Healthcare,1,Rural,13,Married,Part-time,1,Own,Single-family home,Female,Public transit,394457,18-30,High,2
22,Bachelor's,Healthcare,0,Urban,29,Divorced,Self-employed,7,Rent,Single-family home,Male,Public transit,75028,18-30,Medium,1
48,Master's,Healthcare,1,Urban,17,Single,Part-time,4,Own,Apartment,Female,Car,65956,46-60,Low,2
62,High School,Others,5,Urban,12,Single,Part-time,3,Own,Apartment,Female,Car,75448,61-70,Medium,2
26,High School,Others,3,Urban,13,Single,Part-time,7,Own,Single-family home,Female,Walking,395419,18-30,High,2
59,High School,Healthcare,4,Suburban,40,Single,Full-time,4,Own,Apartment,Male,Public transit,9085348,46-60,High,0
49,Bachelor's,Education,1,Urban,39,Married,Part-time,3,Own,Apartment,Male,Biking,66606,46-60,Low,1
50,Master's,Others,4,Suburban,24,Single,Full-time,2,Own,Single-family home,Male,Public transit,74458,46-60,Medium,2
20,High School,Healthcare,0,Suburban,36,Married,Part-time,7,Own,Apartment,Female,Car,8116489,18-30,High,0
47,Bachelor's,Healthcare,5,Urban,26,Married,Full-time,1,Rent,Apartment,Male,Walking,39951,46-60,Low,1
67,Bachelor's,Healthcare,3,Urban,22,Single,Full-time,2,Rent,Apartment,Female,Public transit,47111,61-70,Low,2
29,Doctorate,Others,2,Urban,6,Divorced,Part-time,5,Own,Single-family home,Male,Public transit,69736,18-30,Low,2
46,Master's,Finance,3,Suburban,47,Single,Part-time,5,Rent,Single-family home,Female,Biking,67310,46-60,Low,1
20,Bachelor's,Healthcare,5,Urban,9,Married,Part-time,5,Rent,Single-family home,Male,Public transit,69146,18-30,Low,2
43,Bachelor's,Healthcare,2,Suburban,24,Single,Part-time,7,Rent,Townhouse,Female,Biking,961396,31-45,High,2
47,Doctorate,Others,2,Urban,34,Divorced,Full-time,5,Own,Single-family home,Female,Biking,1175067,46-60,High,1
26,Doctorate,Education,3,Urban,23,Divorced,Self-employed,4,Own,Single-family home,Male,Car,3079107,18-30,High,2
43,Bachelor's,Technology,5,Urban,48,Single,Full-time,1,Rent,Apartment,Male,Car,1213897,31-45,High,1
19,Bachelor's,Healthcare,2,Urban,41,Single,Full-time,1,Rent,Apartment,Female,Public transit,559859,18-30,High,1
20,Bachelor's,Finance,5,Suburban,10,Married,Full-time,7,Rent,Apartment,Female,Car,79105,18-30,Medium,2
63,Bachelor's,Healthcare,4,Suburban,19,Single,Part-time,5,Own,Apartment,Female,Car,336628,61-70,High,2
21,Bachelor's,Finance,0,Urban,9,Married,Full-time,3,Own,Apartment,Male,Car,73938,18-30,Medium,2
42,High School,Healthcare,1,Urban,49,Divorced,Full-time,2,Own,Single-family home,Female,Biking,75448,31-45,Medium,1
68,Master's,Healthcare,5,Urban,20,Married,Full-time,5,Own,Townhouse,Male,Biking,70596,61-70,Medium,2
30,Bachelor's,Technology,5,Urban,27,Married,Part-time,3,Own,Single-family home,Female,Car,68696,18-30,Low,1
56,Master's,Finance,2,Urban,27,Single,Part-time,6,Own,Single-family home,Male,Public transit,68794,46-60,Low,1
61,Bachelor's,Education,5,Urban,26,Divorced,Part-time,1,Own,Single-family home,Female,Biking,5615473,61-70,High,0
52,Master's,Healthcare,5,Urban,32,Single,Self-employed,2,Own,Single-family home,Female,Car,69774,46-60,Low,1
40,Bachelor's,Technology,2,Urban,3,Single,Self-employed,1,Own,Apartment,Female,Public transit,68786,31-45,Low,2
26,Bachelor's,Technology,3,Suburban,34,Married,Full-time,1,Own,Apartment,Female,Public transit,74030,18-30,Medium,1
19,Bachelor's,Finance,5,Urban,19,Married,Part-time,4,Own,Townhouse,Female,Car,74902,18-30,Medium,2
58,Bachelor's,Education,4,Urban,5,Married,Part-time,2,Own,Townhouse,Male,Car,335641,46-60,High,2
61,Master's,Healthcare,1,Urban,5,Married,Full-time,4,Own,Single-family home,Female,Car,74872,61-70,Medium,2
48,High School,Technology,5,Suburban,16,Married,Full-time,6,Rent,Apartment,Female,Biking,73254,46-60,Medium,2
61,Bachelor's,Education,2,Urban,18,Single,Part-time,7,Own,Apartment,Male,Car,1149251,61-70,High,2
64,High School,Others,4,Urban,48,Married,Part-time,5,Rent,Apartment,Male,Biking,74950,61-70,Medium,1
19,Master's,Technology,1,Rural,16,Single,Part-time,2,Rent,Apartment,Male,Public transit,117191,18-30,Medium,2
49,High School,Technology,3,Urban,48,Single,Full-time,3,Rent,Townhouse,Female,Car,67914,46-60,Low,1
35,Bachelor's,Education,5,Urban,2,Married,Self-employed,1,Rent,Apartment,Female,Car,74938,31-45,Medium,2
30,High School,Education,2,Urban,45,Divorced,Part-time,1,Rent,Single-family home,Male,Car,43020,18-30,Low,1
63,Bachelor's,Technology,3,Suburban,33,Married,Self-employed,4,Own,Apartment,Male,Walking,67804,61-70,Low,1
22,Master's,Education,5,Urban,3,Single,Full-time,6,Own,Single-family home,Male,Biking,427992,18-30,High,2
59,High School,Others,3,Urban,22,Married,Part-time,4,Rent,Apartment,Male,Car,1456199,46-60,High,2
61,Bachelor's,Education,2,Urban,17,Divorced,Part-time,6,Rent,Apartment,Male,Public transit,6895154,61-70,High,0
27,High School,Healthcare,4,Urban,33,Single,Full-time,4,Rent,Apartment,Male,Biking,31405,18-30,Low,1
60,Bachelor's,Healthcare,4,Urban,28,Single,Full-time,2,Own,Apartment,Female,Public transit,72180,46-60,Medium,1
42,Bachelor's,Technology,3,Urban,43,Single,Full-time,1,Own,Single-family home,Female,Public transit,72874,31-45,Medium,1
51,Bachelor's,Healthcare,3,Urban,14,Married,Self-employed,6,Own,Single-family home,Female,Car,68114,46-60,Low,2
54,Bachelor's,Education,5,Urban,44,Single,Part-time,6,Own,Apartment,Female,Walking,3183792,46-60,High,1
47,Bachelor's,Technology,0,Urban,10,Married,Full-time,3,Own,Townhouse,Male,Car,72042,46-60,Medium,2
24,High School,Education,1,Urban,38,Married,Part-time,6,Rent,Single-family home,Male,Public transit,78285,18-30,Medium,1
23,Bachelor's,Finance,5,Urban,8,Married,Part-time,7,Own,Apartment,Male,Walking,4312126,18-30,High,0
20,High School,Technology,3,Urban,46,Divorced,Full-time,6,Rent,Apartment,Female,Public transit,619394,18-30,High,1
30,Master's,Others,3,Urban,34,Married,Self-employed,2,Own,Townhouse,Male,Biking,60669,18-30,Low,1
20,Master's,Technology,1,Urban,9,Single,Self-employed,7,Rent,Apartment,Female,Walking,4076397,18-30,High,0
43,High School,Technology,2,Suburban,39,Married,Full-time,1,Own,Apartment,Male,Public transit,73738,31-45,Medium,1
41,High School,Healthcare,4,Suburban,37,Divorced,Part-time,5,Own,Apartment,Female,Public transit,641835,31-45,High,1
70,High School,Education,2,Suburban,28,Single,Part-time,5,Own,Single-family home,Male,Public transit,1412065,61-70,High,1
23,Doctorate,Healthcare,1,Urban,45,Single,Full-time,7,Own,Apartment,Male,Car,9829544,18-30,High,0
60,Master's,Technology,1,Urban,5,Married,Self-employed,4,Rent,Single-family home,Male,Car,67686,46-60,Low,2
66,Bachelor's,Education,0,Suburban,18,Single,Self-employed,6,Own,Apartment,Female,Public transit,75070,61-70,Medium,2
59,Bachelor's,Technology,5,Urban,25,Married,Part-time,7,Own,Townhouse,Female,Public transit,69064,46-60,Low,1
29,High School,Healthcare,5,Urban,8,Married,Full-time,4,Own,Townhouse,Male,Public transit,69284,18-30,Low,2
66,Bachelor's,Technology,5,Rural,40,Married,Full-time,4,Own,Single-family home,Male,Car,69876,61-70,Low,1
53,Master's,Education,5,Urban,47,Married,Full-time,1,Rent,Apartment,Female,Walking,110046,46-60,Medium,1
19,Bachelor's,Technology,0,Urban,44,Single,Full-time,4,Rent,Apartment,Female,Walking,68212,18-30,Low,1
28,Master's,Others,4,Urban,12,Single,Self-employed,3,Own,Single-family home,Female,Car,67060,18-30,Low,2
56,Bachelor's,Finance,5,Suburban,25,Single,Self-employed,3,Rent,Apartment,Male,Public transit,9463637,46-60,High,0
51,High School,Healthcare,3,Rural,43,Married,Full-time,5,Rent,Townhouse,Female,Public transit,5194176,46-60,High,0
43,Bachelor's,Technology,1,Rural,19,Married,Part-time,2,Own,Single-family home,Female,Car,7988269,31-45,High,0
35,Bachelor's,Technology,0,Urban,1,Married,Full-time,6,Rent,Single-family home,Male,Public transit,71858,31-45,Medium,2
38,Master's,Finance,2,Urban,3,Single,Full-time,1,Own,Single-family home,Female,Walking,66570,31-45,Low,2
53,Bachelor's,Finance,5,Urban,6,Married,Full-time,2,Rent,Single-family home,Female,Public transit,142311,46-60,Medium,2
57,Bachelor's,Healthcare,0,Urban,18,Single,Full-time,4,Own,Apartment,Male,Biking,67784,46-60,Low,2
69,Bachelor's,Finance,2,Suburban,34,Single,Full-time,1,Own,Apartment,Female,Biking,74728,61-70,Medium,1
63,Bachelor's,Healthcare,0,Urban,10,Single,Full-time,4,Own,Single-family home,Female,Biking,68392,61-70,Low,2
61,Bachelor's,Finance,2,Urban,18,Married,Part-time,2,Own,Apartment,Male,Public transit,67538,61-70,Low,2
39,Doctorate,Healthcare,0,Urban,31,Married,Full-time,5,Own,Single-family home,Male,Public transit,72692,31-45,Medium,1
70,Bachelor's,Healthcare,0,Urban,13,Married,Full-time,3,Own,Townhouse,Female,Public transit,69786,61-70,Low,2
47,High School,Others,5,Urban,48,Married,Self-employed,3,Rent,Apartment,Male,Biking,100645,46-60,Medium,1
67,Master's,Education,4,Urban,4,Married,Full-time,3,Own,Single-family home,Female,Biking,1454526,61-70,High,2
60,High School,Others,3,Urban,24,Married,Part-time,1,Own,Single-family home,Male,Biking,2526200,46-60,High,2
47,High School,Healthcare,1,Urban,13,Divorced,Full-time,4,Own,Single-family home,Female,Car,74532,46-60,Medium,2
25,Bachelor's,Technology,3,Urban,38,Married,Part-time,3,Rent,Apartment,Female,Biking,142762,18-30,Medium,1
51,High School,Finance,4,Suburban,11,Married,Full-time,4,Own,Apartment,Female,Walking,3527465,46-60,High,0
64,Doctorate,Healthcare,5,Urban,48,Married,Part-time,3,Rent,Single-family home,Female,Biking,75174,61-70,Medium,1
26,Bachelor's,Healthcare,2,Urban,19,Single,Part-time,2,Own,Townhouse,Male,Public transit,70326,18-30,Medium,2
68,Bachelor's,Healthcare,3,Urban,17,Married,Full-time,7,Own,Single-family home,Female,Public transit,69124,61-70,Low,2
37,High School,Others,1,Urban,0,Divorced,Full-time,5,Own,Single-family home,Male,Car,67834,31-45,Low,2
57,High School,Finance,5,Suburban,42,Married,Part-time,4,Own,Townhouse,Male,Public transit,68790,46-60,Low,1
42,Bachelor's,Education,1,Rural,3,Married,Full-time,1,Own,Single-family home,Female,Car,67538,31-45,Low,2
36,Bachelor's,Healthcare,2,Urban,11,Married,Full-time,3,Rent,Apartment,Male,Public transit,72576,31-45,Medium,2
22,Master's,Healthcare,1,Urban,25,Divorced,Full-time,2,Own,Apartment,Male,Car,68144,18-30,Low,1
28,High School,Technology,4,Urban,31,Divorced,Full-time,3,Own,Townhouse,Male,Car,74704,18-30,Medium,1
32,Bachelor's,Others,3,Urban,36,Single,Full-time,5,Own,Apartment,Male,Walking,74732,31-45,Medium,1
25,High School,Technology,1,Rural,14,Married,Part-time,7,Own,Apartment,Male,Car,82053,18-30,Medium,2
36,Bachelor's,Education,3,Urban,34,Married,Full-time,6,Own,Townhouse,Female,Car,74182,31-45,Medium,1
40,Bachelor's,Technology,0,Urban,25,Single,Part-time,3,Own,Townhouse,Male,Public transit,73102,31-45,Medium,1
44,High School,Others,3,Urban,14,Married,Self-employed,5,Rent,Single-family home,Female,Biking,42559,31-45,Low,2
57,Bachelor's,Technology,2,Urban,7,Single,Self-employed,4,Own,Apartment,Female,Car,74706,46-60,Medium,2
49,High School,Others,4,Urban,27,Married,Full-time,5,Own,Apartment,Female,Walking,2385549,46-60,High,1
43,Bachelor's,Healthcare,5,Suburban,29,Single,Part-time,2,Rent,Single-family home,Female,Car,62827,31-45,Low,1
44,Bachelor's,Finance,1,Urban,42,Married,Part-time,6,Rent,Townhouse,Male,Biking,71844,31-45,Medium,1
36,High School,Technology,5,Rural,43,Divorced,Self-employed,2,Own,Townhouse,Female,Biking,74268,31-45,Medium,1
67,Master's,Technology,4,Urban,2,Single,Self-employed,4,Rent,Single-family home,Female,Public transit,155007,61-70,High,2
59,Bachelor's,Technology,3,Suburban,5,Married,Part-time,1,Own,Apartment,Female,Public transit,92291,46-60,Medium,2
46,Master's,Healthcare,1,Urban,30,Married,Part-time,7,Rent,Apartment,Male,Biking,233571,46-60,High,1
56,High School,Healthcare,4,Urban,25,Divorced,Full-time,2,Own,Apartment,Male,Car,70480,46-60,Medium,2
58,Master's,Others,2,Urban,7,Married,Full-time,4,Rent,Apartment,Female,Public transit,68460,46-60,Low,2
50,High School,Healthcare,0,Urban,38,Married,Part-time,6,Rent,Single-family home,Male,Car,467894,46-60,High,1
36,Bachelor's,Others,0,Urban,28,Divorced,Full-time,7,Own,Apartment,Female,Car,74358,31-45,Medium,1
54,Master's,Technology,2,Urban,16,Single,Full-time,7,Own,Townhouse,Female,Biking,68721,46-60,Low,2
36,High School,Education,5,Urban,15,Single,Self-employed,4,Own,Apartment,Female,Biking,1616602,31-45,High,2
50,High School,Others,0,Urban,48,Married,Self-employed,2,Own,Single-family home,Female,Public transit,69516,46-60,Low,1
64,Master's,Finance,2,Suburban,44,Single,Full-time,4,Rent,Single-family home,Female,Public transit,71266,61-70,Medium,1
33,Bachelor's,Education,3,Urban,3,Divorced,Self-employed,4,Rent,Single-family home,Female,Public transit,72060,31-45,Medium,2
40,Bachelor's,Healthcare,5,Urban,9,Married,Self-employed,3,Rent,Apartment,Female,Public transit,68698,31-45,Low,2
24,High School,Others,5,Urban,15,Married,Part-time,4,Own,Apartment,Female,Public transit,67052,18-30,Low,2
43,Bachelor's,Finance,2,Suburban,18,Single,Full-time,2,Own,Apartment,Female,Biking,68488,31-45,Low,2
49,High School,Finance,0,Suburban,38,Single,Self-employed,2,Rent,Single-family home,Male,Car,67724,46-60,Low,1
29,Master's,Finance,3,Urban,49,Single,Full-time,2,Rent,Single-family home,Female,Public transit,69594,18-30,Low,1
25,Bachelor's,Healthcare,5,Suburban,12,Married,Self-employed,3,Own,Single-family home,Male,Car,71274,18-30,Medium,2
22,Master's,Others,2,Suburban,3,Married,Full-time,2,Own,Single-family home,Male,Public transit,328205,18-30,High,2
59,High School,Healthcare,2,Urban,31,Married,Part-time,7,Own,Townhouse,Male,Biking,66894,46-60,Low,1
45,Master's,Healthcare,5,Urban,17,Married,Full-time,4,Rent,Apartment,Female,Public transit,34694,31-45,Low,2
70,Bachelor's,Healthcare,5,Urban,15,Single,Part-time,5,Own,Single-family home,Female,Public transit,6438236,61-70,High,0
22,Master's,Healthcare,3,Urban,24,Single,Self-employed,7,Own,Apartment,Female,Car,68302,18-30,Low,1
66,High School,Technology,5,Urban,49,Divorced,Full-time,3,Rent,Apartment,Male,Public transit,365666,61-70,High,1
43,Master's,Healthcare,1,Urban,15,Single,Part-time,5,Own,Apartment,Male,Car,74912,31-45,Medium,2
22,Bachelor's,Healthcare,0,Urban,21,Single,Self-employed,1,Own,Single-family home,Male,Public transit,69110,18-30,Low,2
39,High School,Healthcare,5,Urban,23,Married,Self-employed,6,Own,Apartment,Female,Car,72338,31-45,Medium,2
32,Bachelor's,Technology,1,Suburban,27,Married,Self-employed,5,Own,Single-family home,Female,Car,70900,31-45,Medium,1
30,High School,Technology,3,Urban,22,Single,Part-time,4,Own,Apartment,Male,Walking,8780759,18-30,High,0
45,Bachelor's,Technology,3,Urban,20,Divorced,Part-time,3,Own,Single-family home,Male,Car,73990,31-45,Medium,2
50,Bachelor's,Finance,4,Rural,8,Married,Full-time,2,Own,Single-family home,Male,Biking,2704856,46-60,High,2
60,Bachelor's,Technology,4,Urban,1,Single,Full-time,2,Rent,Townhouse,Female,Walking,73956,46-60,Medium,2
40,Bachelor's,Education,3,Urban,37,Married,Full-time,5,Own,Townhouse,Male,Public transit,65448,31-45,Low,1
50,Bachelor's,Others,4,Urban,27,Single,Full-time,5,Own,Single-family home,Female,Walking,65374,46-60,Low,1
60,High School,Healthcare,2,Suburban,25,Married,Full-time,5,Own,Single-family home,Female,Biking,74126,46-60,Medium,2
35,Master's,Education,1,Urban,26,Married,Part-time,4,Rent,Single-family home,Female,Car,252598,31-45,High,1
67,Master's,Technology,3,Suburban,24,Divorced,Full-time,2,Rent,Single-family home,Female,Public transit,72760,61-70,Medium,2
70,Bachelor's,Finance,2,Rural,20,Single,Full-time,6,Own,Single-family home,Female,Biking,71926,61-70,Medium,2
47,High School,Finance,0,Urban,37,Single,Full-time,1,Own,Apartment,Female,Public transit,74672,46-60,Medium,1
43,Bachelor's,Healthcare,0,Urban,24,Married,Full-time,4,Rent,Townhouse,Female,Public transit,73910,31-45,Medium,2
33,Master's,Finance,4,Urban,37,Divorced,Self-employed,6,Rent,Townhouse,Female,Public transit,70256,31-45,Medium,1
30,Bachelor's,Finance,4,Urban,45,Married,Part-time,2,Rent,Townhouse,Male,Walking,71588,18-30,Medium,1
56,Bachelor's,Healthcare,2,Urban,10,Married,Part-time,2,Own,Townhouse,Female,Biking,65234,46-60,Low,2
50,High School,Healthcare,0,Suburban,27,Single,Full-time,2,Own,Apartment,Male,Biking,73694,46-60,Medium,1
43,Master's,Finance,5,Urban,48,Married,Part-time,2,Rent,Apartment,Male,Public transit,2088574,31-45,High,1
65,Bachelor's,Healthcare,3,Urban,35,Married,Part-time,3,Own,Single-family home,Female,Public transit,65330,61-70,Low,1
18,High School,Healthcare,5,Urban,3,Single,Full-time,2,Own,Apartment,Male,Walking,67900,,Low,2
66,High School,Healthcare,1,Urban,18,Single,Self-employed,5,Own,Single-family home,Female,Biking,67860,61-70,Low,2
55,Bachelor's,Healthcare,4,Urban,23,Married,Self-employed,2,Rent,Apartment,Female,Public transit,266162,46-60,High,2
19,Bachelor's,Healthcare,2,Urban,21,Single,Self-employed,6,Own,Townhouse,Female,Public transit,52597,18-30,Low,2
66,Bachelor's,Education,5,Suburban,47,Married,Full-time,1,Own,Single-family home,Male,Public transit,72286,61-70,Medium,1
23,Doctorate,Healthcare,4,Urban,24,Single,Self-employed,3,Rent,Single-family home,Female,Biking,67898,18-30,Low,2
63,High School,Others,2,Rural,7,Single,Full-time,1,Own,Apartment,Male,Car,74054,61-70,Medium,2
67,Doctorate,Healthcare,0,Rural,50,Married,Part-time,1,Own,Apartment,Female,Walking,64986,61-70,Low,1
55,Bachelor's,Technology,4,Urban,19,Married,Self-employed,1,Own,Apartment,Female,Public transit,72306,46-60,Medium,2
59,Bachelor's,Others,5,Urban,0,Divorced,Full-time,4,Rent,Townhouse,Male,Public transit,75228,46-60,Medium,2
41,Master's,Others,2,Urban,3,Married,Full-time,2,Rent,Single-family home,Female,Car,65632,31-45,Low,2
35,Bachelor's,Education,2,Urban,11,Single,Full-time,6,Rent,Single-family home,Female,Public transit,72756,31-45,Medium,2
44,Bachelor's,Education,5,Urban,24,Single,Part-time,2,Own,Townhouse,Female,Public transit,68076,31-45,Low,2
58,Master's,Technology,4,Urban,20,Married,Part-time,1,Own,Single-family home,Male,Public transit,72072,46-60,Medium,2
25,Bachelor's,Others,1,Urban,18,Single,Part-time,2,Own,Townhouse,Female,Public transit,64894,18-30,Low,2
45,Bachelor's,Healthcare,3,Urban,33,Divorced,Part-time,4,Rent,Single-family home,Male,Car,141081,31-45,Medium,1
27,Master's,Education,0,Urban,5,Single,Self-employed,7,Rent,Apartment,Female,Public transit,51938,18-30,Low,2
34,Bachelor's,Finance,5,Urban,34,Single,Self-employed,2,Own,Apartment,Female,Car,70034,31-45,Medium,1
46,Bachelor's,Education,5,Urban,2,Single,Full-time,2,Own,Single-family home,Male,Car,65588,46-60,Low,2
23,Master's,Finance,4,Urban,32,Married,Full-time,1,Rent,Apartment,Female,Walking,8308430,18-30,High,0
31,Bachelor's,Technology,4,Rural,8,Married,Self-employed,3,Own,Apartment,Female,Biking,491931,31-45,High,2
39,High School,Healthcare,1,Urban,6,Single,Full-time,7,Rent,Single-family home,Male,Public transit,70212,31-45,Medium,2
23,Master's,Education,0,Rural,40,Married,Full-time,3,Own,Single-family home,Male,Biking,72232,18-30,Medium,1
43,High School,Technology,4,Urban,26,Single,Self-employed,2,Rent,Apartment,Female,Public transit,559307,31-45,High,1
56,Master's,Finance,1,Urban,0,Married,Part-time,7,Rent,Single-family home,Male,Car,72036,46-60,Medium,2
29,Master's,Finance,5,Urban,39,Single,Part-time,1,Rent,Apartment,Male,Public transit,1109069,18-30,High,1
52,Bachelor's,Finance,3,Suburban,17,Married,Full-time,3,Rent,Apartment,Female,Walking,788022,46-60,High,2
31,High School,Healthcare,2,Urban,34,Married,Self-employed,6,Rent,Apartment,Female,Car,797921,31-45,High,1
39,High School,Technology,3,Rural,16,Single,Full-time,7,Own,Single-family home,Female,Biking,2107669,31-45,High,2
68,Bachelor's,Technology,3,Urban,38,Married,Full-time,3,Own,Townhouse,Male,Public transit,203599,61-70,High,1
40,Master's,Technology,3,Urban,10,Married,Self-employed,5,Rent,Townhouse,Female,Public transit,68794,31-45,Low,2
65,Bachelor's,Education,3,Urban,36,Married,Full-time,3,Rent,Single-family home,Male,Biking,343450,61-70,High,1
24,High School,Finance,2,Suburban,44,Married,Part-time,6,Own,Townhouse,Female,Public transit,70198,18-30,Medium,1
57,Bachelor's,Technology,5,Rural,10,Married,Part-time,4,Own,Single-family home,Female,Car,78697,46-60,Medium,2
67,Master's,Technology,0,Urban,2,Married,Full-time,6,Rent,Single-family home,Male,Public transit,333366,61-70,High,2
42,Bachelor's,Others,0,Suburban,12,Divorced,Part-time,7,Own,Apartment,Female,Biking,208419,31-45,High,2
30,Master's,Healthcare,5,Suburban,27,Divorced,Part-time,5,Rent,Single-family home,Female,Biking,145574,18-30,Medium,1
38,Bachelor's,Education,1,Urban,37,Married,Full-time,1,Rent,Single-family home,Male,Walking,1903882,31-45,High,1
58,Master's,Technology,1,Urban,46,Divorced,Part-time,6,Rent,Apartment,Male,Car,2639926,46-60,High,1
27,Bachelor's,Others,4,Urban,33,Divorced,Full-time,5,Own,Apartment,Female,Car,74116,18-30,Medium,1
70,High School,Healthcare,3,Urban,27,Single,Part-time,3,Rent,Townhouse,Male,Car,220951,61-70,High,1
26,Master's,Education,3,Suburban,1,Divorced,Part-time,5,Own,Townhouse,Female,Car,71260,18-30,Medium,2
32,Bachelor's,Others,2,Urban,45,Single,Part-time,1,Rent,Single-family home,Female,Public transit,129861,31-45,Medium,1
69,High School,Others,3,Suburban,1,Single,Self-employed,2,Rent,Apartment,Male,Public transit,69922,61-70,Low,2
